trial_index,ch00,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63
115,-0.84284,0.13216,-0.34179,-0.51997,-0.36117,-0.24124,-0.97306,0.45285,-1.19636,1.16557,0.47128,0.68119,0.39946,-0.81828,-1.30738,0.38082,0.21609,-0.36433,2.13812,-0.5365,0.12182,0.38106,-0.06387,0.7007,0.01802,-0.66133,-1.44749,-1.32892,-0.48071,-2.17101,0.18622,-0.34659,0.8939,-0.92131,0.4874,0.70433,0.60277,0.9799,-1.40374,0.14926,0.25258,1.57526,1.16631,-0.09636,0.93596,0.23297,1.57801,-0.93904,0.89272,0.73399,0.35979,0.36573,0.06359,1.03864,1.11745,-0.6414,-1.1599,-0.29386,0.13391,-0.34438,0.92243,-1.7451,-1.26965,-0.97289
116,-0.6235,-1.24421,-0.09682,-0.22854,-1.53995,0.62173,-0.07138,0.34441,-1.57629,0.75956,0.72943,-1.03573,0.25721,-1.68598,-0.97192,-0.53325,-0.30289,-0.54748,2.96091,0.05599,0.49672,-0.64208,-0.42351,-0.51767,-1.74643,-0.15541,0.45125,0.14095,1.1464,-2.80568,0.9179,-1.09238,-0.79094,-0.32772,1.06766,-0.05408,0.86609,0.37145,-0.22726,1.27369,1.3106,0.91591,0.24173,-0.71076,0.00748,-0.19309,1.16431,-1.29422,0.27942,1.78716,-0.54627,-0.93128,-0.83099,-0.06681,2.2098,0.10349,-0.37383,2.05951,-1.39771,-0.77482,0.28409,-2.17957,-0.7332,-0.80716
117,-0.1208,-1.16203,-1.17011,0.06514,-0.24574,-0.42959,-0.16341,-0.45172,-0.85655,0.1379,0.11048,-0.21788,0.08015,-1.33871,-0.7821,-1.17164,0.35507,0.26785,2.95894,1.42981,-0.04654,0.3141,-1.79605,-0.3558,0.25277,-1.82088,-0.58129,-0.66171,0.58861,-1.2827,-0.30962,0.62976,-1.04239,-0.82175,-0.00598,-0.8504,0.45153,-0.01781,-0.58653,2.19893,0.87691,0.18902,-1.26054,-1.32892,-0.59376,-0.15331,2.14123,-1.26132,1.89949,0.93577,-1.09266,-0.73616,-0.67802,-0.17237,0.59039,-0.22408,0.88345,1.16289,-0.80812,-0.71731,1.07163,-2.08466,-0.72605,-0.9753
118,0.42281,-1.31485,-0.44605,-0.62005,0.54853,0.44982,-1.04437,0.2681,-0.41182,1.29457,0.9588,-0.42142,0.50403,-1.35137,-0.82179,-0.80757,0.09398,-0.08407,1.40713,1.60539,-0.3682,-0.49108,-1.37806,-0.78072,0.45636,-1.34383,0.04904,-0.75108,-0.0047,-0.86995,1.20792,-0.24858,-0.57447,-0.4059,0.5589,-0.05094,-0.21893,0.63499,-0.27427,0.0461,0.23879,0.36686,-0.37023,-0.4061,-0.33391,-0.3101,0.22735,0.26864,-0.18216,2.10223,0.41182,0.12072,-0.50963,-0.41704,-1.32606,1.57465,-0.92913,-0.06437,-1.47067,-1.17733,1.24139,-2.21819,-1.12509,0.30597
119,-0.33271,-0.00154,-0.89851,-1.3477,0.03561,-0.18133,-0.17191,-0.44886,0.30913,-0.27128,1.75958,-0.45223,1.47245,0.63491,0.24175,1.15242,-0.67605,-0.22901,0.98161,1.0686,0.17672,0.26725,-0.68283,-0.81997,0.55461,-0.58491,0.28944,-2.27875,0.92137,0.2573,0.87133,1.09014,-0.51269,-0.6313,1.73404,-0.45974,-1.60817,0.40813,0.55418,-0.87308,0.8627,0.48989,0.07062,-0.54143,-0.62661,-0.4635,1.83457,0.63174,-0.34397,2.15116,-1.53064,0.62029,-0.34849,1.69216,-0.93449,0.62974,-0.16572,-0.1551,-1.87494,-0.66171,0.71524,-0.66397,-1.4637,0.05119
120,-0.35887,-1.24081,-0.33625,-0.75835,0.33768,1.16908,-1.07803,0.08186,-1.33458,-0.31537,1.57131,1.30473,1.84581,-0.96571,-0.93209,-0.2816,1.55672,-0.84546,1.21867,0.92496,0.21511,-1.54833,-0.52637,1.75444,-0.02577,-0.60091,0.00063,-0.59351,-0.1096,-0.23564,-0.28829,2.6224,-0.10747,-0.92173,1.32546,-0.28728,-1.57244,-0.02475,-0.79473,-1.66921,0.38018,0.28922,0.21253,1.32198,0.09494,-0.4968,2.00626,-0.4517,1.35288,0.8657,-0.7122,0.29499,-0.38292,0.30409,0.4158,0.2453,0.03554,-1.82015,-1.12455,0.27543,0.22663,0.34072,-1.86046,0.10492
121,-0.64612,0.33547,-0.05157,-0.89717,-0.08283,1.66902,0.28561,-0.03119,-1.35758,0.19471,2.59776,-0.22771,0.3979,-1.83198,-0.65534,0.71897,0.13221,-0.85386,-0.29726,0.6106,0.38144,-1.94126,0.4796,-0.28732,0.45693,-0.61331,0.53482,0.13836,-0.93602,-0.44638,-0.0754,2.324,0.34872,0.16742,0.2056,1.75017,-1.1991,-1.06479,-1.10932,-1.87459,0.84547,-0.30021,-0.11069,-0.28124,1.6064,-0.74114,0.09458,-1.21974,0.82626,0.14149,-0.04189,0.88642,-1.12378,-0.01557,0.03578,0.59588,0.58883,-0.72691,-0.55213,-0.0939,-0.53096,0.11463,-1.07174,-0.57568
122,0.25339,-0.20422,-1.15971,-1.93687,0.10133,-0.08481,0.4784,0.43483,0.3492,0.66183,1.39528,-0.61341,-0.2884,-0.66386,-1.48697,0.90313,-1.12091,-0.39637,-0.92725,1.8207,1.52194,-0.70629,0.16867,-0.50112,1.25152,0.5802,0.39997,-0.06586,-0.32235,-1.26357,-0.61144,1.21958,0.1657,-0.34244,-0.48636,1.48052,-0.29646,0.82291,0.58408,-0.54128,1.06988,-0.24963,0.03418,0.65341,-0.25852,-0.73158,0.73036,-0.54624,0.56574,0.55658,1.04605,0.80349,-2.05651,0.51881,-0.85849,1.69156,2.11461,0.86928,-2.39109,-0.42501,-0.64129,0.20529,-2.04449,-1.43618
123,0.77171,-0.97424,-0.81427,-0.52505,1.07708,-1.64723,0.21603,1.68122,0.3429,0.73696,0.24102,-0.08087,-1.89977,-0.41422,0.17917,1.67264,-1.15477,-0.88997,1.10569,0.42127,-0.40589,-0.71757,-1.876,0.62763,1.42844,0.44843,-0.71016,-0.13598,1.35201,-0.49169,-0.32106,2.47249,0.0555,-0.16666,-0.2504,0.53326,-1.02746,1.08167,-0.80491,0.67818,0.43085,-0.39474,-0.50105,1.31573,0.6078,-0.17908,1.61688,-0.1495,0.46082,0.81645,1.1099,0.3272,-0.93232,0.07225,-0.09395,1.76076,0.753,0.69043,-1.719,0.68946,0.84127,-1.06463,-1.16195,-0.39288
124,0.78832,-1.03491,-0.899,-1.39469,0.90925,-1.02034,-0.19098,2.12333,-0.24926,0.36618,-0.70134,-0.26687,-0.21156,-1.06154,-0.32658,1.24009,-2.07338,-1.95021,-0.09614,-0.59341,-0.98163,-0.41082,-1.78891,0.48536,1.16394,0.54354,-0.46992,-0.22041,1.59498,0.0287,-1.68718,1.77179,-0.42246,0.82665,1.03708,-0.93449,-1.49195,0.4816,-1.59086,-0.64082,0.54839,-1.31442,0.92199,0.9704,0.25833,1.0538,3.0688,-0.58491,0.22716,0.47727,0.2144,0.15775,-0.97971,0.35116,-0.14965,2.7305,0.25789,-1.64577,-1.70511,1.01732,-0.9117,1.04364,-0.78948,0.69975
125,0.07341,-0.72495,-0.77985,-0.68248,-0.17482,0.46439,0.42732,3.22045,0.27508,-0.2768,-0.1583,-0.74,2.21881,-0.93431,0.50615,0.82072,-0.70281,-2.04932,-0.08696,0.86834,-0.30646,1.29508,-1.71306,1.43607,1.34084,1.10715,-0.52461,-0.60453,1.42834,-0.37681,-0.76499,0.51501,0.92248,0.80534,-0.29882,-0.56246,0.19177,0.35585,-2.21423,-2.00762,-0.4236,0.56208,0.53974,0.04163,0.15912,0.78608,2.10391,-0.6537,2.06108,0.95705,0.28395,0.30188,-0.10413,-1.03373,2.00926,1.1207,-0.37575,-1.63976,0.12003,0.28954,-0.82703,0.94014,-1.2572,2.87484
126,0.0938,-1.64305,-0.38767,0.5766,1.8937,0.62523,0.95659,2.59183,0.72593,1.02971,-1.02328,0.30729,4.05217,-1.33272,0.98695,1.0363,-0.34234,-0.76002,-1.21583,0.52149,-1.7309,2.16539,-0.76234,0.54605,2.17316,0.16979,-0.44794,0.82948,0.40775,0.38878,-0.51299,0.32794,0.74116,0.7594,0.35165,0.07314,-0.35563,-0.03439,-1.32304,-0.49331,-0.45812,-0.02066,1.06253,0.28405,-0.81301,1.09551,-0.03034,-0.90161,2.01913,0.11554,0.55512,-0.19176,1.35036,-0.29567,3.55287,0.53287,-0.00335,-1.48637,0.48844,0.58846,-0.39012,2.16109,-0.09357,3.30348
127,-0.77674,-0.89103,-1.61089,1.19383,1.43222,-0.46668,2.07786,2.91794,-0.61215,1.57125,0.40592,0.7832,1.4947,-1.15507,-0.03478,1.34746,-0.71249,-0.92742,-1.16369,0.96802,-0.50073,1.61429,-0.81911,0.16515,0.78598,-0.63859,0.77321,-0.09537,0.55358,1.23066,-1.39619,0.17265,1.38679,1.21562,1.93757,1.60225,-0.13679,-0.95361,0.53516,0.42769,-1.13657,-0.1196,0.92252,0.14798,-0.339,1.16751,0.08056,1.55913,3.32078,0.129,1.25978,0.4696,0.76199,0.33646,2.23832,-0.79302,-2.22826,-1.41131,-0.68363,0.47835,-0.5187,2.28286,0.41725,3.07064
128,-1.98133,-1.12583,-0.93567,-0.326,-0.42848,-0.6329,0.80745,2.00598,-0.36393,0.90082,-0.12251,0.60249,0.68167,0.62413,0.48183,0.91281,0.40836,-1.57995,-1.44724,-0.14784,0.85508,2.18262,-0.62965,-0.32641,0.48453,-0.00562,1.402,-0.07519,0.20527,0.12024,0.29127,0.66387,1.6812,0.22855,1.62267,1.43205,0.50309,-0.39914,0.88856,0.39171,-0.53805,-1.0463,0.1795,0.5688,-2.14195,-0.42394,0.16456,2.37674,3.47732,1.94974,1.51957,1.50541,-0.29012,0.27047,1.77275,-1.56556,-1.56443,-1.12397,0.09476,0.02799,0.13629,0.49932,1.33501,2.724
129,-1.32743,-0.90953,0.19437,-1.37342,0.81693,-0.46497,0.29236,1.07675,-1.46532,1.53952,1.2595,1.17731,1.32601,0.09753,0.54633,0.80291,0.46578,0.7598,-0.13715,-0.26086,0.08533,1.02448,-0.37159,-0.17754,2.74115,-1.76581,1.12635,0.96449,0.42376,0.1402,0.4389,-0.66975,1.03298,0.1504,0.85294,0.82821,0.72906,-1.31206,0.01395,0.99794,-2.51771,-1.69236,-0.19469,1.80285,-1.88318,-0.10638,-1.23118,2.03008,2.97724,0.88997,0.12264,-0.30754,0.34009,0.46486,1.30182,0.26165,-0.47842,0.40134,0.33416,0.71798,1.10477,-0.19718,0.55075,2.17415
130,-1.47821,0.62519,0.59668,-1.22178,-1.05066,0.28927,-0.63081,0.19903,-2.2266,1.43617,1.83497,-0.48307,0.10379,1.98605,0.0066,1.32199,-1.00487,0.64842,-0.00644,0.32972,0.03724,-1.21136,0.77523,-0.23812,1.93572,-2.3419,0.80401,-0.29449,-0.18438,-0.39545,-0.46867,-0.67566,0.91555,0.28714,-0.43401,0.10704,1.89161,-1.39167,-0.70097,0.4005,-1.26635,-0.78182,0.44948,1.50542,-2.22603,0.05157,-0.4461,0.24021,1.27515,0.40896,0.1731,-0.36021,0.91315,1.28975,0.5627,-0.88649,0.81403,0.19128,-1.14272,-0.35668,0.59061,-0.68583,0.17766,0.79121
131,-1.0826,0.01658,-0.6652,-1.73767,0.07183,-0.61558,-1.38866,1.25942,-1.59479,0.5271,0.94707,0.75491,0.67965,0.98352,0.48902,1.34136,0.37403,0.30234,0.50925,0.97503,-0.01836,-0.24067,1.60682,0.1421,0.82871,-0.78452,1.7622,0.47763,-1.04482,0.31331,0.31064,-0.07582,0.76597,1.40713,-0.37271,-0.68796,0.22463,0.89357,-0.55488,0.70049,-1.00862,-1.26457,0.69228,2.00326,-1.07173,0.52839,-0.54098,1.09536,-0.07369,-0.12539,0.92432,-0.5459,0.36075,0.08706,-0.11059,-1.15354,1.89732,-0.35543,0.49417,-1.17093,1.47073,-1.64948,0.02082,0.85729
132,-0.533,-0.10088,0.5629,-1.33374,-0.02118,0.47507,-0.72258,1.28083,0.29783,0.60001,0.67359,-0.79499,1.15021,1.74647,-0.14783,2.10285,0.5915,-1.0894,1.10891,0.05283,0.53024,-0.63885,2.40519,0.56082,-0.22767,-1.41812,1.90654,0.40052,-0.98048,0.38607,0.27326,-0.02995,1.31418,0.26152,0.34605,0.26022,0.94342,0.75387,1.1269,1.47227,-0.39599,-1.53517,-0.76666,0.95246,-0.71293,-0.12019,-0.47959,1.00346,-0.39554,0.57428,0.72646,0.56274,-1.09778,1.01308,-0.38229,-2.78241,1.73387,-1.96613,-0.87995,0.2022,0.01331,-1.24508,0.37777,0.04321
133,0.25181,0.15713,0.87378,0.32673,0.18515,0.53514,-1.2541,1.74595,0.86616,0.83085,-0.54977,0.11696,-0.10965,1.59304,-0.00598,1.39104,0.13226,-1.36164,0.65846,-0.69916,-0.35049,-0.18458,0.89442,0.79376,-0.91155,-1.71079,1.8076,0.71135,-2.16778,0.35205,1.07837,-0.70142,0.24801,0.8527,1.09072,1.5725,-0.26566,0.24146,1.2632,1.79949,-0.14794,-1.45653,0.14898,0.74416,0.53459,-0.31023,-0.37114,1.52828,0.40195,-0.51801,1.59051,0.08317,-1.49674,1.44796,0.47743,-2.20873,0.48549,-2.05982,0.68478,-0.02476,-0.96672,0.98385,-0.39114,-0.96352
134,-0.1976,-0.35575,-0.01222,-0.10969,1.58899,0.22309,-2.41459,1.11549,1.65765,0.23732,-0.73161,-0.36848,1.92245,1.20624,-0.3726,2.58128,0.26878,-0.99507,1.74785,-1.32747,1.17635,-0.27097,0.07332,0.61428,-1.73079,-0.75011,-0.29462,-0.60731,-1.19539,0.78174,0.65314,-1.48137,0.45396,1.06901,0.35266,0.82992,-1.21221,1.48379,1.75226,-0.58501,-0.31582,-0.21447,0.96289,-0.31343,-0.81663,1.19828,-0.9344,1.86497,0.72472,-0.84134,0.76797,2.23815,-1.76291,0.5232,1.1148,-1.10295,0.11851,-2.19881,1.76327,-1.05705,0.09787,0.38616,0.47358,-1.3215
135,1.08216,-0.5396,-0.27924,1.2675,2.04488,0.92788,-1.47908,0.88389,0.5804,-0.73774,-0.65275,-0.07289,-0.01088,0.41104,-0.25476,2.05041,0.66069,-0.02697,0.80558,-1.50204,-0.43502,0.09293,-1.2317,1.25558,0.29482,-0.40962,0.76798,-0.52776,-0.85882,0.91261,0.14419,-1.09987,-0.09476,0.48662,-1.00998,0.93186,0.19167,1.44616,1.80869,-0.91473,0.91379,-0.85393,2.42694,-0.74306,-1.46468,0.47583,-1.52404,1.19161,-0.59891,0.62113,1.30624,-0.27696,-0.95349,0.41552,0.6208,-0.36043,-0.15336,-2.02889,1.05176,-0.51532,0.07631,0.69287,1.00049,-1.53755
136,1.29408,0.96188,0.07325,0.70343,0.72457,-0.09155,-0.91855,0.72642,-0.80492,-0.85219,-2.49584,1.21822,0.31335,-0.13791,-0.96852,0.93806,0.08068,0.00853,-0.94202,-0.10068,-0.41764,1.06211,-0.60402,1.92192,-1.21905,-0.94208,-0.32596,0.11666,-0.9026,0.68651,-0.29296,-1.02572,-0.34207,1.04872,-0.14771,0.10609,-0.53701,0.10543,2.53825,0.51977,1.0984,1.24112,-0.44239,-2.36861,-0.10304,2.16702,0.00903,1.27224,-1.36399,1.55838,1.72686,1.03916,0.29211,0.27325,1.07763,-0.54193,0.45304,-2.94979,2.86351,0.52583,-0.95535,2.48532,0.59491,-0.68144
137,1.08778,-0.59979,-0.07287,-0.33572,-0.93398,0.9075,-1.39103,0.88792,-0.4701,0.12822,-0.72378,0.44088,0.10875,1.01316,-0.58283,2.12945,-0.03561,0.64936,0.81406,-1.1793,0.63522,1.3034,-1.49887,1.49081,0.06678,-0.71244,0.72701,0.18978,1.04152,-0.51324,1.40403,-0.65023,-1.21815,-0.15047,-0.19621,1.51539,-1.37385,0.03746,0.57097,0.70524,1.09349,0.64661,-1.19578,-1.55627,-0.82699,1.74052,0.38993,1.08148,-1.81324,1.30669,1.73355,1.37559,1.35535,-0.92345,1.73514,0.36828,0.51863,-1.80603,3.86922,0.4874,-0.71098,1.64395,-0.5018,-0.00876
138,1.3121,-0.09635,0.77945,0.3682,0.2194,1.65724,0.12597,0.6617,-0.77472,0.51548,-0.15207,0.06926,0.07903,0.7639,-1.13981,0.69538,0.08034,0.15309,1.76481,0.01657,-0.5299,-0.27669,-1.77636,0.84985,0.65734,-0.73958,0.37649,-0.64804,2.33076,-0.93158,-0.00976,0.80898,-0.94345,0.60538,0.99678,0.9622,-0.38436,1.03856,-0.80328,-0.0987,0.67451,1.53775,-0.74771,-0.98328,0.08823,0.98724,-0.66152,0.4758,-1.42529,0.03952,1.45213,0.38576,0.39895,-1.39264,-0.08653,1.45883,-0.39934,-1.30151,3.28923,0.86041,-1.30383,0.31202,-0.32623,-0.21236
139,1.72102,-1.2659,0.73956,-1.23133,-0.62672,1.32938,-1.30348,0.27414,-0.50141,0.47169,-0.24966,0.1781,0.93036,-0.18905,0.89053,0.27498,0.6864,-0.37287,1.15654,-0.48477,-0.12982,-1.06422,-1.95289,0.65812,-0.38859,-0.83593,-0.79568,1.11976,0.99404,1.16597,-0.37381,0.66205,0.84494,-0.46611,0.90842,0.99218,-0.77351,0.1776,-0.77968,0.22848,1.51143,2.83403,-0.90929,-1.70563,-0.03107,1.54762,-0.55805,0.91577,0.08108,0.58007,1.53339,1.80215,0.06837,0.18592,0.26797,0.8938,-0.62688,-0.92808,1.71731,2.45391,-0.76209,-0.31948,0.51092,0.90928
140,1.03958,-1.34351,1.14436,-1.49902,-0.51564,0.93303,0.60153,1.46435,2.20152,0.62162,-0.91851,0.70351,2.02726,-1.06654,2.48156,0.49426,0.13061,-0.354,1.34915,0.26934,-0.04341,-0.29027,0.06865,1.17264,-0.59802,-1.04557,-0.95506,0.14238,0.4696,1.68365,-0.70488,0.07475,1.12387,0.17119,0.86304,0.27202,-1.24591,0.92812,-0.61029,0.59441,-0.00165,2.61294,-0.2777,-0.78481,1.44799,1.94127,0.68064,0.46765,0.04326,0.51063,1.80521,1.72901,1.23678,1.48485,-0.55374,0.94392,-0.93272,-0.16691,1.35027,1.57912,1.03357,-2.57121,-0.20221,-0.86119
141,0.39001,-1.6832,-1.58744,-0.68896,0.4272,2.44037,2.10043,-0.9525,1.4479,0.95245,-0.88718,-0.63407,1.49462,-0.37563,0.59208,-0.38771,0.31305,0.30199,0.76499,0.25902,0.40195,-0.29112,-0.24463,0.60105,-0.37449,-1.1031,-1.25887,1.29338,0.43868,1.3301,-0.61799,-1.23341,0.44963,0.82627,0.31704,0.33361,-0.49767,0.04009,0.87894,1.22901,0.04428,2.34076,0.07193,-0.63982,0.92559,0.48116,-0.54372,1.69556,0.05262,0.55091,1.82783,1.19733,0.74094,1.1921,-0.05097,0.16633,-0.74542,-0.52826,0.35384,1.06324,1.00251,-0.93166,-1.87531,-1.68632
142,0.19767,-0.70098,-1.30147,-0.34484,-0.34741,1.75197,-0.55894,-0.82599,0.66346,0.31809,0.00475,-0.00491,0.13451,0.55882,-0.05678,-1.14707,-0.2508,-1.77024,0.0524,-0.22921,-0.03815,-0.4733,0.37154,-0.51648,0.19271,-0.29283,-0.35425,0.68897,1.41439,0.66891,-0.5549,-0.58224,1.11882,0.78641,1.0383,-0.05075,0.12742,1.27361,1.46405,-0.21463,-1.03945,2.27736,-1.08371,0.09509,1.33594,1.886,-1.30596,0.13467,-0.6734,1.61059,1.50012,0.96981,-1.08772,-0.28086,1.01289,0.33213,0.40696,-0.49205,0.99808,-0.09338,-0.92954,-1.06378,-1.31314,-1.55389
143,0.19596,-0.46321,0.06421,-0.22184,0.12278,0.86131,0.91932,-1.1791,0.97973,1.42143,-0.8936,-0.04104,-0.02749,-2.19789,1.28147,0.62677,-0.81055,-1.05305,-0.47869,-0.57889,0.78285,-0.04577,-0.24597,0.29188,0.41497,1.78274,1.94766,0.26461,1.52302,-1.03011,0.48778,-0.78965,0.49074,-0.40303,0.0494,0.29347,-0.90672,1.38261,0.68316,-1.22712,0.06131,1.46403,-0.22728,0.37143,-0.22518,0.87656,-0.94457,0.20008,-0.98556,0.86807,0.52799,0.62531,-1.80692,-1.24403,0.21669,-0.48826,-0.62295,-0.68006,0.52873,-1.06167,-1.42006,-0.61018,-0.25331,-1.78217
144,-0.13043,-0.71537,-0.11492,-0.33319,0.10803,0.57893,-0.54322,0.03409,1.36086,1.14845,-1.32937,-0.7638,0.41268,-1.56863,0.44727,-0.89754,0.05474,-1.02009,0.10404,-0.05744,0.61495,-1.06935,0.35594,0.43589,0.13615,-0.00821,-0.0062,1.47773,1.21572,-1.82104,1.28977,-1.40047,0.15022,-2.26858,-0.66621,0.05555,-1.46695,1.40501,0.74035,-0.3983,-0.07523,0.2656,-1.04959,1.45703,-0.43253,1.78799,-0.2719,0.85527,-1.09401,1.46273,0.31729,1.73857,-1.67149,-0.88881,-0.98852,-0.69706,-1.34306,-0.23502,0.22402,-1.67999,-1.72172,-1.02479,-0.7165,-1.89022
145,0.129,-0.65542,-0.99072,0.39542,1.17382,1.92421,0.02807,-0.53779,0.0164,-0.15218,0.26436,-1.7195,2.35008,-1.0945,0.49477,-0.57985,1.49663,-0.26557,-0.29803,0.93828,0.64434,1.98447,1.50263,0.15395,0.04715,0.18091,0.02536,0.83246,0.94276,-0.28062,0.28434,-2.41531,2.44354,-2.60584,0.74331,0.26087,-0.41197,0.46747,0.46576,-1.1398,-0.87177,0.77514,-1.51109,1.29773,0.83756,1.72642,-1.35546,-0.35637,2.11606,1.69342,0.85823,0.92189,0.67297,0.02018,0.91271,0.89196,-0.66409,-0.22868,0.78979,-1.28418,-1.67128,-1.64014,-1.17422,-0.29821
146,-0.22328,-0.80358,-1.51331,-0.2711,1.89746,0.11042,0.49263,-0.46551,1.13252,-0.67137,0.94238,-1.55198,2.61045,-1.47202,-1.3494,-1.57549,-0.70565,-1.15882,-0.1338,0.54555,-0.65978,2.9182,1.13186,-0.09327,-0.92017,-1.38399,-0.15979,-0.84441,-0.02379,-0.6167,0.66585,-1.54604,1.73499,-1.69178,-1.22211,-0.04446,1.42282,1.49305,0.9481,0.40633,-0.51846,0.46197,-2.32631,1.33738,-1.0337,1.57825,-0.4846,0.4714,1.87992,1.74882,-0.36362,0.40713,-0.20881,-0.14256,1.05004,1.00552,1.29184,0.05329,1.14792,-0.7296,-1.37577,-0.96637,-2.13369,-0.76862
147,0.46668,-1.24789,-2.98185,0.44637,2.66387,0.16289,0.85574,-0.0514,0.3761,-0.00792,0.74891,-0.44736,2.42006,-1.48652,-1.01023,0.17994,-1.86023,-0.69271,1.39339,-0.04617,-0.34705,3.46761,-0.40055,0.08039,-0.68362,-1.41095,0.02826,-1.75983,0.65519,-0.20709,0.73673,-1.865,3.23377,-1.13246,0.24104,0.79667,0.95483,0.38088,1.28627,-0.54147,0.30203,0.42108,-0.76808,-0.52512,-0.30328,0.80984,-0.6605,2.78542,0.38257,-1.20372,0.59793,0.42506,0.37027,-0.21053,0.59494,0.53388,0.45616,-0.29095,1.23678,0.58049,-0.56135,-0.4502,-2.02689,0.12724
148,0.1002,-0.78839,-2.08444,0.6326,1.12226,-0.29438,-0.53539,0.9598,-0.07159,1.09368,1.56605,-0.16098,3.57498,0.67214,-1.39024,-0.94541,-2.06948,0.61403,0.02014,1.00043,-2.1759,3.5846,0.86922,0.73829,-0.33082,-1.81821,-0.03841,-1.29227,-0.0654,-0.23106,0.94683,-0.31317,3.40042,-2.01339,-0.04257,2.13221,-0.11289,1.46316,0.3243,0.10261,-0.04634,-0.04823,-0.98166,-0.11215,-0.35424,0.05202,0.0713,1.56904,0.05104,-2.95381,-0.43863,-0.21834,0.40931,-0.125,1.49206,0.27072,0.87781,-1.69113,0.12044,-0.41019,0.26944,0.78445,-2.21406,-0.08544
149,-0.46922,-0.13482,-0.67944,-0.31445,0.76856,-0.0581,-1.59054,1.07166,-0.49819,0.68185,1.79752,0.48056,2.02769,0.56939,-0.45952,0.02251,-2.32239,0.76018,-2.11783,0.12191,-1.13266,2.74776,-0.24035,-0.57719,-0.04417,-2.21936,1.46912,-0.92881,0.64691,-0.45558,0.51876,-0.44808,3.49589,-1.30368,0.19296,0.73742,-0.26897,1.73187,0.49879,-0.42264,0.42474,-0.43406,-0.40687,-0.8072,0.21391,-0.00766,-0.85536,0.98374,1.37419,-0.30998,-0.26991,-0.01679,-0.9846,-0.7295,0.62943,0.54164,0.84113,-1.36049,-0.28764,0.93544,-0.61888,0.89826,-2.3167,-1.2295
150,-1.71792,-0.64416,-0.95537,0.66753,2.26427,0.59256,-0.42945,0.77274,-1.79373,0.72891,0.37065,-1.0121,3.10865,0.57369,0.38336,-1.00998,-2.06257,1.76029,-0.87348,-0.19594,-1.50833,2.21641,0.10794,-1.07114,-0.81729,-1.9251,0.03405,-0.36222,-1.15233,-1.04862,-0.20812,-0.54111,1.02485,-1.69495,-0.00648,-0.94688,0.25637,0.82427,2.0166,0.15697,-0.43541,-0.33182,1.03856,-0.70013,-1.07309,0.34071,-0.38995,0.96916,1.70424,-2.09388,-1.2134,-1.06671,-0.81505,-1.25697,0.59682,-0.34982,0.15023,-1.75372,0.22242,1.53247,0.55104,-0.13785,-0.40705,-0.81494
151,-2.18526,-0.2846,-1.08235,1.68721,0.0365,0.13542,0.57264,1.04483,-0.07259,0.26859,-0.53385,-0.52165,2.77523,0.07627,0.6357,-0.98831,-0.28029,1.41016,-0.10872,0.37219,-0.6846,2.58054,0.24565,-0.84074,-0.60745,-2.13718,1.14969,-0.35838,-1.38109,-0.77718,-0.21643,-1.00036,0.79982,-0.79643,1.20269,-0.22172,1.15229,0.97413,2.34299,-2.20001,1.16452,-0.84924,0.65335,-1.41972,-1.36196,-0.61232,-0.17433,1.51817,1.61514,-0.88629,-0.69474,-1.78638,-0.14157,-0.27516,1.26636,0.06749,0.51725,-0.68762,0.68214,-0.62243,0.24709,0.99653,-1.64808,-0.13225
152,-2.89282,0.41754,-0.30865,3.23748,-0.68509,1.05182,0.74322,-0.85439,-0.22825,1.10505,-0.19996,0.10682,2.89332,0.59727,0.46275,-1.95125,-0.66378,0.54369,-1.33548,0.56165,-0.37616,2.95187,0.64515,-1.78077,0.21107,-0.75053,3.0985,0.39867,-0.59796,0.08846,-0.46473,0.26154,1.51192,-1.19559,-0.75267,-0.20891,0.63724,-0.29927,1.79729,-0.85076,0.96183,-1.41703,1.1848,-0.09061,-0.10749,-0.23962,0.86173,1.74783,0.79276,-0.82002,-0.36559,-2.50792,0.19424,-1.23381,0.91909,-0.37928,-0.17944,-0.64186,-0.20774,-1.37,-1.67025,0.2409,-0.40273,1.08577
153,-1.24082,0.41532,-0.74693,0.22637,-0.63931,1.24727,-0.12971,-0.59328,-0.02865,-0.28322,0.06394,0.50552,3.43143,0.40068,1.13972,-1.10428,0.20418,1.34372,-0.91227,-0.25725,0.31165,1.72925,2.25833,-0.72983,-0.49609,0.10935,2.52647,-0.00132,1.1503,-0.7489,-1.20378,-0.85981,1.46622,0.30591,0.4651,1.10793,1.22426,-0.99635,1.36559,-0.76072,0.13296,-0.6105,1.18476,-0.36934,0.88739,-0.27677,-0.68759,2.0813,1.02616,-0.02836,0.28028,-1.15701,0.39866,-0.27132,1.1276,0.57884,0.22981,-0.8761,-0.2807,-1.2734,-0.53226,-0.36729,0.15225,0.56881
